,producto
10880,"ABRAZADERA P.V.C. 1/2"" X 4"""
10866,ADAPTADOR DURMAN GAS FLARE 3/8 X 3/8
10868,ADAPTADOR DURMAN GAS MACHO P/REG. 3/8 X 16
10869,TEE DURMAN GAS 3/8 
10870,AVELLANADOR P/TUBO GAS DURMAN
10871,CODO RECTO DURMAN 90 X 3/8
10872,TUBO P/GAS AMAR. 3/8 DURMAN
10874,CUBIERTA EB MD. M-100 47CM 1 TAR. 
10875,CUBIERTA EB MD. M-202 1MT 1 TAR. 1 ESC.
10876,"ABRAZADERA P.V.C. 1/2"" X 1 1/2"""
10877,"ABRAZADERA P.V.C. 1/2"" X 2 1/2"""
10878,"ABRAZADERA P.V.C. 1/2"" X 2"""
10867,ADAPTADOR DURMAN GAS HEM. 3/8 X 1/2 RM
10854,LLAVE D/NARIZ DICA 4020 P/MANG.
10909,LIJA P/FIERRO GRUESA
10911,LIJA POR METRO FANDELI
10941,ABRAZADERA OMEGA 1 1/4
10942,ABRAZADERA OMEGA 1/2
10943,"ABRAZADERA OMEGA 3"""
10944,"ABRAZADERA OMEGA 4"""
10945,ABRAZADERA SIN FIN No. 10
10946,ABRAZADERA SIN FIN No. 12
10947,ABRAZADERA SIN FIN No. 16
10948,ABRAZADERA SIN FIN No. 28
10949,ABRAZADERA SIN FIN No. 36
10950,ABRAZADERA SIN FIN No. 4
10940,ABRAZADERA OMEGA 1 1/2
10951,ABRAZADERA SIN FIN No. 6
10953,ABRAZADERA SIN FIN No. 8
10954,ABRAZADERA UÑA 1 1/2
10955,ABRAZADERA UÑA 1/2
10956,"ABRAZADERA UÑA 2"""
10957,ABRAZADERA UÑA 3/4
10958,ABRAZADERA UÑA 3/8
10960,BOMBA IGOTO AUTOCEBANTE 1 HP
10961,VALVULA DE LLENADO 1 1/4 GAS
10962,ELECTRONIVEL INRECO
10963,ARCO PROFESIONAL AJUSTABLE IUSA TOTAL
10952,ABRAZADERA SIN FIN No. 72
10910,LIJA P/FIERRO MEDIANA
10939,NIPLE PLASTICO HULSEN 1/2
10937,"TAPON CAPA HULCEN PVC 1/2"" "
10912,PAQUETE FAZENDA MARFIL
10915,MEZCLADORA FIDIC FREGADERO F8279BN
10916,ESTUFA FRAGA 4 QUEMADOR
10917,SOPLETE DE GAS BLISTER 2009
10919,COLADERA FLEXIMATIC UNIVERSAL MOD.2264
10920,COLADERA UNIVERSAL FLEXIMATIC ANTI OLORES 2260/2259
10921,COLADERA UNIVERSAL PUSH 2249
10922,VALVULA ANTIRETORNO FLEXIMATIC 4
10923,PEGAMENTO CPVC 118 GR.
10924,PEGAMENTO CPVC 220 GR.
10938,COLADERA HULCEN PLASTICO 15 X 15
10925,PEGAMENTO CPVC 60 GR. 
10927,BROCA ALT. VEL. 1/4 GREENFIELD
10928,BROCA ALT. VEL. 1/8 GREENFIELD
10929,BROCA ALT. VEL. 3/16 GREENFIELD
10930,BROCA ALT. VEL. 5/32 GREENFIELD
10931,BROCA ALT. VEL. 7/64 GREENFIELD
10932,BROCA P/CONCRETO 1/2 X 6 GREENDIELD
10933,BROCA P/CONCRETO 1/4 X 4 GREENFIELD
10934,BROCA P/CONCRETO 3/16 X 4 GREENFIELD
10935,BROCA P/CONCRETO 3/8 X 6 GREENDIELD
10936,BROCA P/CONCRETO 5/16 X 4 GREENFIELD
10926,VALVULA DE T/BAJO FLUID MASTER400A133
10853,MONOMANDO DICA P/REGADERA 4470
10852,MEZCLADORA DICA P/FREGADERO 4329 
10851,MANIJA P/W.C. PALANCA 3019 DICA
10768,MANGUERA P/BOYLER ASCOT 1/2 X 50 CM
10769,BOYLER ASCOT 5 LTS
10770,BOYLER ASCOT 8 LTS
10771,"DISCO DIAMANTE 3252 4 1/2"" ECO DIAMOD "
10772,MEMBRANA PARA TANQUE DE 24 LTS 
10774,ELECTRONIVEL BONASA YY9333
10775,SELLO MECANICO 5/8
10776,QUEMADOR CALOREX DEPOSITO
10777,MODULO DE ENCENDIDO CALOREX
10778,TERMOSTATO PROTEC CALOREX
10767,BOYLER LEÑA REFORZADO 40 LTS MONTERREY
10779,MINGITORIO TERRA BLANCO CATO
10783,TINACO 1100 LTS CITIPLAS (NEGRO)
10785,TINACO 450 LTS CITIPLAS (NEGRO)
10786,CLAVO HERCULES CONCRETO 2
10787,VALVULA DE RELEVO HIDROSTATICO 1/2
10788,REGULADOR CMS MOD. 080 S/MANOMETRO
10789,JUEGO CONECTOR MOVIBLE BCE. 1/2
10790,CANASTILLA COFLEX PH-070
10791,MANGUERA COFLEX 1/2 X 1/2 AB-C60
10793,PUNTA POOL CON ORING UPP-5 COFLEX
10794,TUERCA IZQ. C/MANERAL COFLEX UTI-14M
10782,TERMOSTATO CINSA C/ PIEZO
10795,CASQUILLO COFLEX P/FREGADERO PH-105
10766,LIMPIADOR P.V.C. 500 ML ARES
10764,VALVULA ESF. ANBEC PPR 1/2 (20 MM)
10738,CINTA CANELA TRANSPARENTE
10739,"TUBO DE POLIETILENO CORRUGADO DE 6"""
10740,TUBO C-40 HIDRAULICO DE 1 1/2
10741,"TUBO C-40 HIDRAULICO DE 1"""
10742,TUBO C-40 HIDRAULICO DE 1/2
10743,TUBO C-40 HIDRAULICO DE 3/4
10744,"TUBO HID. C/CAM. 1 1/2"" RD 26"
10745,"TUBO HID. C/CAM. 2"" RD 26"
10746,"TUBO HID. C/CAM. 3"" RD 26"
10747,"TUBO HID. C/CAM. 4"" RD 26"
10765,VALVULA ESF. ANBEC PPR 3/4 (25 MM)
10748,"TUBO HID. P/CEM. 1"" RD 26"
10750,"TUBO HID. P/CEM. 3/4"" RD 26"
10751,"TUBO PVC SANITARIO 1 1/2"""
10752,"TUBO PVC SANITARIO 2"""
10753,"TUBO PVC SANITARIO 3"""
10755,"TUBO PVC SANITARIO 6"""
10756,LLAVE DE CUADRO M-10 DE 1/2 ALFA
10757,LLAVE DE INSERCION NPT - COBRE I.30 DE 1/2 ALFA
10758,JUEGO HERRAJE DUAL FLUSH XN-10-13
10761,CHIFON BCE. ANBEC
10763,TORNILLO P/ACOPLAR ANBEC 
10749,"TUBO HID. P/CEM. 1/2"" RD 13.5"
10796,VALVULA ANGULAR 2 SALIDAS IP-137 COFLEX
10797,"MANGUERA COFLEX P/LAVABO ""T"" AL-T55"
10798,MANGUERA COFLEX P/LAVABO 1/2 X 1 MT
10826,MANGUERA COFLEX 3/8 X 3/8 60 CM
10827,MANGUERA COFLEX P/FREG. VINIL GRIS
10828,MANGUERA COFLEX P/LAV. VINIL GRIS
10829,MANGUERA COFLEX P/MON. AL-M 40
10830,MANGUERA COFLEX P/SANIT. VINIL GRIS
10831,MANGUERA COFLEX PIGTAIL 55 CM.
10832,MANGUERA PIGTAIL 1/4MX7/8IZQ-35CM COFLEX
10833,BULTO PEGA AZULEJO CREST
10834,TELA MOSQUITERA PLAS. 120 CM
10835,DESPACHADOR ABS TOALLA 4104TS
10825,MANGUERA COFLEX 3/8 X 3/8 500 CM
10836,REGADERA DICA FIG. 4506-B
10838,CARTUCHO DICA R2801045
10839,"CHECK REJILLA DICA 1 1/4"""
10840,"CHECK REJILLA DICA 1"""
10841,"CHECK REJILLA DICA 3/4"""
10842,LLAVE T/BAJO FIG. 4005 1/2
10843,BRAZO REGADERA DICA 4552BRR CROMO
10844,CESPOL DICA P/FREG. FIG. 4209
10847,LLAVE IND. P/LAVABO 4242 DICA
10848,LLAVE INDIVIDUAL DICA P/LAV 4242IN
10849,LLAVE INDIVIDUAL DICA P/LAV 4245
10837,REGADERA DICA FIG. 4507-B
10824,MANGUERA COFLEX 3/8 X 3/8 300 CM
10823,MANGUERA COFLEX 3/8 X 3/8 200 CM
10822,MANGUERA COFLEX 3/8 X 3/8 100 CM
10799,MANGUERA COFLEX P/SANITARIO 1/2 X 50 LS-A50
10800,"BISAGRA COFLEX P-B6025 2"""
10801,"BISAGRA COFLEX P-B6026 2"""
10802,"BISAGRA COFLEX P-B6036 3"""
10803,BOTON SUPERIOR P-B6009 COFLEX
10804,BRIDA COFLEX P/MIGITORIO PB-402
10805,"BRIDA COFLEX P/WC PB-150 3"""
10806,"BRIDA COFLEX P/WC PB-200 4"""
10807,"BRIDA COFLEX P/WC PB-300 4"" LARGA"
10808,CUELLO FLEX. P/WC PB-115 COFLEX
10809,EMPAQUE COFLEX P/MANG. LAV. ER-A12
10810,EMPAQUE ORRING COFLEX P/ PUNTA POOL
10811,JUEGO DE HERRAJES COFLEX PS-A005
10812,MANGUERA COFLEX P/LAVADORA PL-102
10813,REGADERA ELECTRICA COFLEX PR-E101 CONFORT
10814,TAPON COFLEX PH-230 P/LAV.
10815,TRAMPA COFLEX P/FREG. 2 TARJAS TF-110
10816,TRAMPA COFLEX P/LAV. O FREG. TF-100
10817,VALVULA ANTI-OLORES COFLEX PC-B121
10818,VALVULA DE LLENADO COMPAC. P-B3080
10819,CINTA TEFLON COFLEX 1/2
10820,"CINTA TEFLON COFLEX 3/4"""
10821,MANGUERA COFLEX 1/2 X 3/4 AB-H60 
10966,TANQUE P/GAS 10 KGS CILINDRO
10967,ACOPLADOR IUSA P/GAS 3/4
10754,"TUBO PVC SANITARIO 4"""
10969,LLAVE DE GLOBO 400 LBS -1/2
11110,"NIPLE GALV. 3/4"" X 2"""
11111,"NIPLE GALV. 3/4"" X 3"""
11112,"NIPLE GALV. 3/4"" X 4"""
11113,"NIPLE GALV. 3/4"" X 9"""
11114,"NIPLE GALV. 3/4"" X R.C."
11115,"NIPLE GALV. 3/8"" X 2 1/2"""
11116,"RED. BUSHING GALV. 1 1/2"" X 1"""
11117,"RED. BUSHING GALV. 1 1/4"" X 1"""
11118,"RED. BUSHING GALV. 1"" X 1/2"""
11119,"RED. BUSHING GALV. 1"" X 3/4"""
11109,"NIPLE GALV. 3/4"" X 2 1/2"""
11120,"RED. BUSHING GALV. 1/2"" X 1/4"""
11122,"RED. BUSHING GALV. 2 1/2"" X 1 1/2"""
11123,"RED. BUSHING GALV. 2"" X 1 1/2"""
11124,"RED. BUSHING GALV. 2"" X 1 1/4"""
11125,"RED. BUSHING GALV. 3/4"" X 1/2"""
11126,"RED. BUSHING GALV. 3/4"" X 1/4"""
11127,"RED. CAMPANA GALV. 1 1/4"" X 1"""
11128,"RED. CAMPANA GALV. 1"" X 1/2"""
11129,"RED. CAMPANA GALV. 1/2"" X 1/4"""
11130,"RED. CAMPANA GALV. 1/2"" X 3/8"""
11131,"RED. CAMPANA GALV. 2"" X 1 1/2"""
11121,"RED. BUSHING GALV. 1/2"" X 3/8"""
11132,"RED. CAMPANA GALV. 2"" X 1 1/4"""
11108,"NIPLE GALV. 3/4"" X 12"""
11106,"NIPLE GALV. 2"" X R.C."
11082,"NIPLE GALV. 1 1/4"" X R.C."
11084,"NIPLE GALV. 1""  X 2"""
11085,"NIPLE GALV. 1""  X 3"""
11086,"NIPLE GALV. 1""  X R.C."
11087,"NIPLE GALV. 1/2"" X 1 1/2"""
11088,"NIPLE GALV. 1/2"" X 12"""
11089,"NIPLE GALV. 1/2"" X 2 1/2"""
11090,"NIPLE GALV. 1/2"" X 2"""
11091,"NIPLE GALV. 1/2"" X 3 1/2"""
11092,"NIPLE GALV. 1/2"" X 3"""
11107,"NIPLE GALV. 3/4"" X 1 1/2"""
11093,"NIPLE GALV. 1/2"" X 4"""
11095,"NIPLE GALV. 1/2"" X 6"""
11096,"NIPLE GALV. 1/2"" X 7"""
11097,"NIPLE GALV. 1/2"" X 8"""
11098,"NIPLE GALV. 1/2"" X R.C."
11099,"NIPLE GALV. 1/4"" X 1 1/2"""
11100,"NIPLE GALV. 1/4"" X 2 1/2"""
11101,"NIPLE GALV. 1/4"" X 2"""
11102,"NIPLE GALV. 1/4"" X 3"""
11103,"NIPLE GALV. 1/4"" X R.C."
11105,"NIPLE GALV. 2"" X 4"""
11094,"NIPLE GALV. 1/2"" X 5"""
11081,"NIPLE GALV. 1 1/4"" X 6"""
11133,"RED. CAMPANA GALV. 2"" X 1"""
11135,"RED. CAMPANA GALV. 3/8"" X 1/4"""
11162,"YEE GALV. 1"""
11163,"YEE GALV. 1/2"""
11164,"RED. HID. CEM. 1 1/2"" X 1 1/4"""
11165,"RED. HID. CEM. 1 1/2"" X 1/2"""
11166,"RED. HID. CEM. 1 1/4"" X 3/4"""
11167,"RED. HID. CEM. 1""  X 3/4"
11168,"RED. HID. CEM. 2 1/2"" x 2"""
11169,"RED. HID. CEM. 2"" X 1 1/2"""
11171,"RED. HID. CEM. 3"" X 2"""
11172,RED. HID. CEM. 3/4 X 1/2
11161,"TUERCA UNION GALV. 3/4"""
11173,"TAPA HID. P/CEM. 1 1/2"""
11175,"TAPA HID. P/CEM. 2"""
11177,"TEE HID. P/CEM. 1/2"""
11178,"TEE HID. P/CEM. 2"""
11179,"TEE HID. P/CEM. 3"""
11180,"TEE HID. P/CEM. 3/4"""
11182,CONTRA LAVABO PLASTICO C/REJILLA A.INOX. 615
11183,TIJERAS P/TUBO PLUS MUELLER
11184,CINTA TEFLON MUELLER 1/2
11185,MANERAL QUEEN AMBAR GDE NACOBRE
10968,LLAVE DE GLOBO 400 LBS - 3/4
11174,"TAPA HID. P/CEM. 1"""
11134,"RED. CAMPANA GALV. 3/4"" X 1/2"""
11160,"TUERCA UNION GALV. 2"""
11158,"TUERCA UNION GALV. 1"""
11136,"TAPON CAPA GALV. 1 1/2"""
11137,"TAPON CAPA GALV. 1 1/4"""
11138,"TAPON CAPA GALV. 1"""
11139,"TAPON CAPA GALV. 1/2"""
11140,"TAPON CAPA GALV. 3/4"""
11141,"TAPON MACHO GALV. 1"""
11142,"TAPON MACHO GALV. 1/2"""
11143,"TAPON MACHO GALV. 1/4"""
11144,"TAPON MACHO GALV. 2"""
11145,"TAPON MACHO GALV. 3/4"""
11159,"TUERCA UNION GALV. 1/2"""
11146,"TEE GALV. 1"""
11148,"TEE GALV. 1/4"""
11149,"TEE GALV. 2"""
11150,"TEE GALV. 3/4"""
11151,"TUBO GALV. 1 1/2"""
11152,"TUBO GALV. 1 1/4"""
11153,"TUBO GALV. 1"""
11154,"TUBO GALV. 1/2"""
11155,"TUBO GALV. 3/4"""
11156,"TUBO NEGRO 1/4"" C/ROSCA"
11157,"TUERCA UNION GALV. 1 1/4"""
11147,"TEE GALV. 1/2"""
11080,"NIPLE GALV. 1 1/4"" X 4"""
11176,"TEE HID. P/CEM. 1 1/2"""
11077,"NIPLE GALV. 1 1/2"" X R.C."
10996,PERILLA LENISCO
10997,BOQUILLA P/CILINDRO G-3 LINMEX
10998,CILINDRO DESECHABLE GAS LINMEX
11000,"FLOTADOR MASTERCIM P/WC 4"""
11001,"JUEGO DE HERRAJES 2"" MASTER CIM"
11002,"JUEGO DE HERRAJES 3"" MASTER CIM"
11003,VALVULA T/BAJO MASTER CIM
11004,ESPUMA DE POLIURETANO 340 GRS
11005,ESPUMA DE POLIURETANO 567 GRS
11006,CONTRACANASTA MIBER RECONTRA ZAMAC CRE-C
10995,TERMOSTATO LENISCO
11007,DUCTO FLEX. MIBER 4 X 2.40 DFL-A4
11009,CESPOL MIBER FLEXIDESAGUE DE-FC
11010,CUELLO P/MEZC. FREG. MIBER AGF-AQCUF
11011,MEZCLADORA MIBER FLEXIBLE GF-AQ301
11012,MEZCLADORA MIBER LAVABO GL-AQ200 AQUALAV200
11014,MEZCLADORA MIBER TIPO BAR GB-MZ MEZCLOBAR
11015,"CONTRACANASTA ""M"" MIBER"
11016,CONTRACANASTA LANZAMATICA MIBER
11019,CHECK COLUMPIO MUELLER 3/4
11020,CHECK HORIZONTAL MUELLER 3/4
11021,"CHECK VERTICAL MUELLER 1"""
11008,DUCTO FLEX. MIBER 6 X 2.40 DFL-A6
11022,CHECK VERTICAL MUELLER 1/2
10994,TERMOPAR LENISCO IZQUIERDO
10992,BOYLER LENISCO 903 ESTANDAR 7 LTS
10970,"LLAVE ESFERA 1 1/2"" C/ROSC. IUSA"
11078,"NIPLE GALV. 1 1/4"" X 10"""
10971,"LLAVE ESFERA 1"" C/ROSC. IUSA"
10972,"LLAVE ESFERA 1"" SOLD. IUSA"
10973,"LLAVE ESFERA 1/2"" C/ROSC. IUSA"
10974,"LLAVE ESFERA 1/2"" SOLD. IUSA"
10976,"LLAVE ESFERA 3/4"" C/ROSC. IUSA"
10977,"LLAVE ESFERA 3/4"" SOLD. IUSA"
10978,LLAVE HAR.07 3/8 FLAIR 1/2 ROSC.
10979,VALVULA DE SEGURIDAD MD 2007
10993,TERMOPAR LENISCO 
10980,VALVULA DE SERVICIO S/VENA
10982,BOYLER PASO PRIMO 5 LTS IUSA
10983,REGULADOR BARO 2 VIA MOD. 201
10984,REGULADOR P/GAS A.P. MD. 2403-U4 (ROJO)
10985,TERMOPAR UÑA
10986,TERMOSTATO IUSATROL DEPOSITO
10987,PERILLA IUSATROL
10988,KOLA LOKA BROCHA
10989,KOLA LOKA GOTERO
10990,KOLA LOKA TUBO
10991,PLASTILOKA VERDE
10981,BOYLER INSTANTANEO 6 LTS IUSA
11023,CHECK VERTICAL MUELLER 3/4
10975,"LLAVE ESFERA 2"" C/ROSC. IUSA"
11025,ADAPTADOR CPVC HEMBRA 1/2
11056,TUERCA UNION CPVC 1/2
11057,TUERCA UNION CPVC 3/4 
11058,VALVULA CPVC 1/2
11059,VALVULA CPVC 3/4
11060,"CODO GALV. 45 X 1/2"""
11187,MANERAL QUEEN TRANSPARENTE GDE NACOBRE
11061,"CODO GALV. 45 X 2"""
11062,"CODO GALV. 90 X 1 1/2"""
11063,"CODO GALV. 90 X 1 1/4"""
11064,"CODO GALV. 90 X 1"""
11055,"TUERCA UNION CPVC 1"""
11065,"CODO GALV. 90 X 1/2"""
11067,"CODO GALV. 90 X 2"""
11068,"CODO GALV. 90 X 3/4"""
11069,"CODO NIPLE GALV. 1/2"""
11070,"COPLE GALV. 1 1/4"""
11075,"CRUZ GALV. 1/2"""
11072,"COPLE GALV. 1/4"""
11073,"COPLE GALV. 2"""
11074,"CRUZ GALV. 1"""
11076,"NIPLE GALV. 1 1/2"" X 4"""
11024,LLAVE DE GLOBO MUELLER DE 1/2 ROSC.
11066,"CODO GALV. 90 X 1/4"""
11053,TUBO DE CPVC 3/4 (6.0MT)
11071,"COPLE GALV. 1/2"""
11051,TUBO DE CPVC 1 (6.0MT)
11052,TUBO DE CPVC 1/2 (6.0MT)
11027,ADAPTADOR CPVC HEMBRA C/INS. BCE. 1/2
11029,ADAPTADOR CPVC MACHO 1 1/4
11030,"ADAPTADOR CPVC MACHO 1"""
11032,ADAPTADOR CPVC MACHO 3/4
11033,ADAPTADOR CPVC MACHO C/INS. BCE. 1/2
11035,CODO CPVC 45 X 3/4
11036,CODO CPVC 90 X 1 1/2
11037,CODO CPVC 90 X 1/2
11038,CODO CPVC 90 X 1/2 OREJA
11039,CODO CPVC 90 X 3/4
11031,ADAPTADOR CPVC MACHO 1/2
11041,COPLE CPVC 1/2
11050,TEE CPVC 3/4
11040,"COPLE CPVC 1"""
11049,TEE CPVC 1/2
11048,"TEE CPVC 1"""
11047,TAPON CPVC 3/4
11046,TAPON CPVC 1/2
11026,ADAPTADOR CPVC HEMBRA 3/4
11045,RED. CPVC 3/4 X 1/2  
11044,"RED. CPVC 1"" X 3/4 "
11043,"RED. CPVC 1 1/4 X 1"""
11042,COPLE CPVC 3/4
12173,"ADAPTADOR PVC GAL ESP. 2"""
12174,"BOTE CESPOL CEM. C/1 SAL. 2"""
12175,"BOTE CESPOL CEM. C/2 SAL. 2"""
12176,"BOTE CESPOL UNIC. C/1 SAL. 2"""
12178,"CODO P/CEM. 45 X 1 1/2"""
12179,"CODO P/CEM. 45 X 2"""
12180,"CODO P/CEM. 45 X 3"""
12181,"CODO P/CEM. 45 X 4"""
12182,"CODO P/CEM. 90 X 1 1/2"""
12183,"CODO P/CEM. 90 X 2"""
12184,"CODO P/CEM. 90 X 3"""
12185,"CODO P/CEM. 90 X 4"""
12186,"CODO P/CEM. 90 X 4"" S. TRAS 2"""
12188,"CODO P/CEM. 90 X 8"""
12190,COLADERA INSTA-REX
12193,"RED. SANIT. 2"" X 1 1/2"" P/CEM."
12191,COLADERA MULTIPLE PVC
12194,"RED. SANIT. 3"" X 2"" P/CEM."
12172,CONO REX P/BOTE CESPOL
12192,"EXTREMIDAD CAMP.HID.PVC.2"""
12187,"CODO P/CEM. 90 X 4"" S.LAT. 2 "" TRAS."
12158,"COPLE HID. P/CEM. 3/4"""
12170,TUERCA UNION HID. CEM. 1/2
12147,"CODO HID. P/CEM. 90 X 1 1/4"""
12148,"CODO HID. P/CEM. 90 X 1"""
12149,"CODO HID. P/CEM. 90 X 1/2"""
12150,"CODO HID. P/CEM. 90 X 2"""
12151,"CODO HID. P/CEM. 90 X 3/4"""
12152,"COPLE HID. P/CEM. 1 1/2"""
12153,"COPLE HID. P/CEM. 1 1/4"""
12154,"COPLE HID. P/CEM. 1"""
12155,"COPLE HID. P/CEM. 1/2"""
12171,ANILLO HIDRAULICOS DE 2 1/2
12156,"COPLE HID. P/CEM. 2 1/2"""
12159,"COPLE HID. REPARACIÓN 1 1/2"" CON ANILLO"
12160,"COPLE HID. REPARACIÓN 2 1/2"" CON ANILLO"
12161,"COPLE HID. REPARACIÓN 2"" CON ANILLO"
12162,"COPLE SANIT. P/CEM. 1 1/2"""
12163,"COPLE SANIT. P/CEM. 2"""
12164,"COPLE SANIT. P/CEM. 3"""
12165,"COPLE SANIT. P/CEM. 4"""
12168,TUERCA UNION HID. CEM. 1 1/4 
12169,"TUERCA UNION HID. CEM. 1"" "
12157,"COPLE HID. P/CEM. 2"""
12195,"RED. SANIT. 4"" X 2"" P/CEM."
12219,REPUESTO PASO 2 NEGRO (COCINA) ROTOPLAS
12197,"RED. SANIT. 6"" X 4"" P/CEM."
12224,CARTUCHO RUGO ANTIGUO LARGO RI-98
12225,"CONTRA SPUD RUGO BCE. 3/4"""
12226,LLAVE INSERCION ESPIGA 1/2 80-E RUGO
12227,UNION RUGO COBRE A COBRE 1/2 81-U
12229,CHAPETON ANTIGUO KING RUGO CH-98
12230,CONTRA P/LAV. RUGO FIG. 30B
12231,MANERAL RUGO KING ANTIGUO GRANDE RE-13
12232,CONTRA P/FREG. A.INOX. RUGO FIG. 12IL
12233,CUBRE TALADRO 26T RUGO
12223,VALVULA DE LLENADO ROTOPLAS SIN FIN
12234,CAMPANA SANAIRE ESM.0.76 NEGRO
12236,CINTA PARA DUCTOS 2 X 45.7 CM
12237,PASTA PARA SOLDAR  75 GRS.
12238,PASTA PARA SOLDAR 250 GRS.
12239,PEGAMENTO SILER 225 GR. P/PVC
12240,PEGAMENTO SILER 480 GR. P/PVC
12241,PEGAMENTO SILER 60 GR. P/PVC
12146,"CODO HID. P/CEM. 90 X 1 1/2"""
12242,SELLADOR SILER 125 GR
12243,BASE PARA BOYLER DE ANGULO
12235,EXTRACTOR DE AIRE EB-10 SANAIRE
12222,VALVULA DE LLENADO ROTOPLAS 3/4
12221,VALVULA DE LLENADO ROTOPLAS 1/2
12220,TINACO ROTOPLAS 1100 LTS.
12198,"TAPA D/INSERC. SANIT 1 1/2"" "
12199,"TAPA D/INSERC. SANIT 2"" "
12200,"TAPA D/INSERC. SANIT 4"" "
12201,TAPON HIDRAULICO C/CAMPANA 2 1/2
12202,"TEE P/CEMENTAR 1 1/2"" SANIT."
12203,"TEE P/CEMENTAR 2"" SANIT."
12204,"TEE P/CEMENTAR 3"" SANIT."
12205,"TEE P/CEMENTAR 4"" SANIT."
12206,"TEE P/CEMENTAR DOB. 4"" X 4"" SANIT."
12207,"TEE P/CEMENTAR RED. 4"" X 2"" SANIT."
12208,"YEE PVC P/CEM. 2"""
12209,"YEE PVC P/CEM. 3"""
12210,"YEE PVC P/CEM. 4"""
12211,BOYLER RHEEM INSTANTANEO 6 LTS
12212,BOLA FLOTADOR ROTOPLAS No.5
12213,BOLA FLOTADOR ROTOPLAS No.7 
12214,ELECTRONIVEL ROTOPLAST
12215,FILTRO ROTOPLAS PASO 1
12216,MULTICONECTOR ROTOPLAST
12217,REPUESTO JUMBO BLANCO (TINACO) ROTOPLAS
12218,REPUESTO PASO 1 BLANCO (TINACO) ROTOPLAS
12196,"RED. SANIT. 4"" X 3"" P/CEM."
12145,"CODO HID. P/CEM. 45 X 3/4"""
12093,"TUERCA UNION COB. 1"""
12143,"CODO HID. P/CEM. 45 X 1/2"""
12070,"RED. BUSHING COBRE 1"" X 1/2"""
12071,"RED. BUSHING COBRE 1"" X 3/4"""
12072,"RED. BUSHING COBRE 3/4"" X 1/2"""
12074,"RED. CAMPANA COB. 3/4""  X 1/2"""
12075,"TAPON CAPA COBRE 1/2"""
12076,"TAPON CAPA COBRE 3/4"""
12077,TAPON HEMBRA DE BRONCE 3/8
12078,"TEE COBRE 1/2"""
12079,"TEE COBRE 3/4"""
12069,"RED. BUSHING COBRE 1 1/4"" X 1"""
12080,"TEE CRI CENTRO COB. 1/2"""
12082,"TEE UNION GAS 3/8"""
12083,TOBERA PARA COMAL 3/4
12084,TUBO COBRE T-L 1/2
12085,"TUBO COBRE T-M 1"""
12086,"TUBO COBRE T-M 1/2"""
12087,"TUBO COBRE T-M 3/4"""
12088,"TUBO FLEXIBLE COB. 1/2"""
12089,"TUBO FLEXIBLE COB. 1/4"""
12090,"TUBO FLEXIBLE COB. 3/8"""
12081,TEE RED. COB. 3/4 X 3/4 X 1/2
12092,"TUERCA UNION COB. 1 1/2"""
12068,PICTEL GAS
12066,FLOTADOR COBRE No. 5
12047,CODO COBRE 45 X 1/2
12244,PIJA FIJADORA 10 X 25
12048,CODO COBRE 45 X 3/4
12049,"CODO COBRE 90 X 1"""
12050,"CODO COBRE 90 X 1/2"""
12051,"CODO COBRE 90 X 3/4"""
12052,"CODO CRE COBRE 1/2"""
12053,"CODO CRI COBRE 1"""
12054,"CODO CRI COBRE 1/2"""
12067,FLOTADOR COBRE No. 6
12055,"COPLE COBRE 1"" C/TOPE"
12057,"COPLE COBRE 1/2"""
12058,COPLE COBRE 3/4 C/TOPE
12059,"COPLE COBRE 3/4"""
12060,"COPLE CRE COBRE 1 1/4"""
12061,"COPLE CRE COBRE 1"""
12062,"COPLE CRE COBRE 1/2"""
12063,"COPLE CRE COBRE 3/4"""
12064,"COPLE CRI COBRE 1/2"""
12065,"COPLE CRI COBRE 3/4"""
12056,COPLE COBRE 1/2 C/TOPE
12144,"CODO HID. P/CEM. 45 X 2"""
12094,"TUERCA UNION COB. 1/2"""
12096,"TUERCA UNION CRI COB. 3/4"""
12123,SELLADOR PERMATEX CAB. INDIO 56 GR
12124,GABINETE IBIZA COLOR NATIVA 100X50
12125,GABINETE ROMA 80X50
12126,FLOTADOR POLIURETANO No. 5
12127,FLOTADOR POLIURETANO No. 6
12128,REGULADOR PRESIMEX MOD. 7000 A.P.
12129,PEGAMENTO RESISTOL 5000
12130,"REJILLA CROMADA 1/4 VTA. REX 4"""
12131,"ADAPTADOR HID. P/CEM. HEMBRA 1"""
12122,SELLADOR PERMATEX 51-H 120 GR
12132,"ADAPTADOR HID. P/CEM. HEMBRA 1/2"""
12134,"ADAPTADOR HID. P/CEM. HEMBRA 3/4"""
12135,"ADAPTADOR HID. P/CEM. MACHO 1 1/2"""
12136,"ADAPTADOR HID. P/CEM. MACHO 1 1/4"""
12137,"ADAPTADOR HID. P/CEM. MACHO 1"""
12138,"ADAPTADOR HID. P/CEM. MACHO 1/2"""
12139,"ADAPTADOR HID. P/CEM. MACHO 3/4"""
12140,CAMPANA HIDRAULICA DE 1 1/2
12141,CAMPANA HIDRAULICA DE 2 
12142,"CAMPANA HIDRAULICA DE 4"""
12133,"ADAPTADOR HID. P/CEM. HEMBRA 2"""
12095,"TUERCA UNION COB. 3/4"""
12121,TUBO SILICON 75 GR. PENS
