,producto,marca,material,mediana_diaria,sigma_robusta,stock_seguro,ss/6,ss/20,ss/100,ss/200,punto_reorden,rop/6,rop/20,rop/100,rop/200
1295,"YEE GALV. 3/4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1296,"YEE PVC DOBLE ANGER 6"" X 4""",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1297,"YEE PVC P/CEM. 1 1/2""",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1298,"YEE PVC P/CEM. 4""",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1299,"YEE PVC P/CEM. 6""",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1300,"YEE PVC UNIC. 1 1/2"" X 1 1/2""",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1301,VALVULA DE SEGURIDAD MD 2007,IUSA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1302,"YEE COBRE 1/2""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1303,"YEE EDOMEX INSERCION 1""",EDO-MEX,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1304,ADAPTADOR DURMAN GAS MACHO 3/8 X 1/2 RM,DURMAN,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1305,ADAPTADOR DURMAN GAS MACHO P/REG. 3/8 X 16,DURMAN,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1306,"ADAPTADOR EDOMEX INSERCION HEMBRA 1/2""",EDO-MEX,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1307,ACOPLADOR IUSA P/GAS 3/4,IUSA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1308,ACOPLE COMPRESION COFLEX 1/2 NM-D01,COFLEX,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1309,ACOPLE COMPRESION COFLEX 3/4 NM-D02,COFLEX,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1310,ACOPLE SANITARIO COFLEX 4 PA-B44,COFLEX,HULE,1,0,0,0,0,0,0,8,1,0,0,0
1311,ADAPTADOR CPVC HEMBRA 1 1/4,MUELLER,CPVC,1,0,0,0,0,0,0,8,1,0,0,0
1312,TUERCA UNION HID. ROSCA 1/2,URREA,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1313,TUERCA UNION HID. ROSCA 3/4,URREA,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1314,"TUERCA UNION PLUS 1"" (32MM)",TUBOPLUS,PPR,1,0,0,0,0,0,0,8,1,0,0,0
1315,"TUERCA UNION COB. 1 1/2""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1316,"TUERCA UNION COB. 1 1/4""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1317,"TUERCA UNION COB. 1""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1318,VALVULA DE LLENADO COMPAC. P-B3080 COFLEX,COFLEX,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1319,"TUERCA UNION COB. 2""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1320,"TUERCA UNION COB. 3/4""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1321,"TUERCA UNION CPVC 1 1/2""",MUELLER,CPVC,1,0,0,0,0,0,0,8,1,0,0,0
1322,"TUERCA UNION CPVC 1 1/4""",MUELLER,CPVC,1,0,0,0,0,0,0,8,1,0,0,0
1323,"TUERCA UNION GALV. 1 1/4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1324,"TUERCA CONICA RED. 3/8"" X 5/16""",NACOBRE,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1325,TUERCA IZQ. C/MANERAL COFLEX UTI-14M,COFLEX,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1326,TUERCA IZQUIERDA P/PICTEL NACOBRE,NACOBRE,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1327,TUERCA LOCA 3/8 P/GAS,NACOBRE,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1328,"TUERCA MACHO P/BARRIL 3/8""",NACOBRE,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1329,TUERCA P/CUELLO FREGADERO ,SIN MARCA,LATON,1,0,0,0,0,0,0,8,1,0,0,0
1330,TUBO SILICON 125 GR. ANTIHONGOS,PENS,SILICON,1,0,0,0,0,0,0,8,1,0,0,0
1331,TUBO SILICON 75 GR. PENS,PENS,SILICON,1,0,0,0,0,0,0,8,1,0,0,0
1332,TUBO SILICON ALTA TEMP. GRIS,OCI,SILICON,1,0,0,0,0,0,0,8,1,0,0,0
1333,TUBOS DE LAMINA 3,SIN MARCA,LAMINA,1,0,0,0,0,0,0,8,1,0,0,0
1334,"TUERCA UNION COB. 1/2""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1335,VALVULA DE LLENADO COMPAC. P-B3080 COLFEX,COFLEX,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1336,VALVULA DE LLENADO DE 3/4 GAS,INGUSA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1337,VALVULA DE LLENADO P-B3080 COFLEX,COFLEX,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1338,VALVULA ANGULAR PLUS ROSCABLE,ROTOPLAS,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1339,VALVULA ANTI-OLORES COFLEX PC-B121,COFLEX,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1340,VALVULA ANTIRETORNO FLEXIMATIC 4,FLEXIMATIC,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1341,VALVULA ANTIRETORNO FLEXIMATIC 6,FLEXIMATIC,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1342,VALVULA ANTIRETORNO PCP 4,PCP,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1343,VALVULA ANTIRETORNO PCP 6,PCP,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1344,VALVULA BRIDADA DE 2 FOFO C/VASTAGO SALIENTE ,HIDROVAL,FOFO,1,0,0,0,0,0,0,8,1,0,0,0
1345,"VALVULA CPVC 1 1/2""",MUELLER,CPVC,1,0,0,0,0,0,0,8,1,0,0,0
1346,"VALVULA CPVC 1 1/4""",MUELLER,CPVC,1,0,0,0,0,0,0,8,1,0,0,0
1347,"VALVULA CPVC 1""",MUELLER,CPVC,1,0,0,0,0,0,0,8,1,0,0,0
1348,TUERCA UNION PLUS 1/2 (20MM),TUBO PLUS,PPR,1,0,0,0,0,0,0,8,1,0,0,0
1349,TUERCA UNION PLUS BRIDA 1 1/2 (50 MM),TUBO PLUS,PPR,1,0,0,0,0,0,0,8,1,0,0,0
1350,TUERCA UNION HID. CEM. 3/4 ,REXOLIT,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1351,UNION RUGO COBRE A COBRE 1/2 81-U,RUGO,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1352,UNION RUGO COBRE A COBRE 3/4 81-U,RUGO,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1353,VALVEX HELVEX SH262,HELVEX,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1354,VALVULA  AGUJA 1/4  X 3/8 ESPIGA,NACOBRE,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1355,VALVULA ANGULAR 1/4 DE VUELTA IP-124P BARRIL COFLEX,COFLEX,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1356,"ADAPTADOR CPVC HEMBRA 1""",MUELLER,CPVC,1,0,0,0,0,0,0,8,1,0,0,0
1357,ABRAZADERA SIN FIN No. 72,IDEAL INT.,INOX,1,0,0,0,0,0,0,8,1,0,0,0
1358,VALVULA ANGULAR 2 SALIDAS IP-137 COFLEX,COFLEX,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1359,VALVULA ANGULAR BARRIL IP-104 COFLEX ,COFLEX,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1360,"TUERCA UNION GALV. 1""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1361,"TUERCA UNION GALV. 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1362,TUERCA UNION HID. CEM. 1 1/2,REXOLIT,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1363,TUERCA UNION HID. CEM. 1 1/4 ,REXOLIT,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1364,"TUERCA UNION HID. CEM. 1"" ",REXOLIT,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1365,"TUERCA UNION HID. CEM. 2"" ",REXOLIT,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1366,TUERCA UNION PLUS BRIDA 1 1/4 (40 MM),TUBO PLUS,PPR,1,0,0,0,0,0,0,8,1,0,0,0
1367,SELLADOR PERMATEX 51-H 120 GR,PERMATEX,PASTA,1,0,0,0,0,0,0,8,1,0,0,0
1368,SELLADOR PERMATEX CAB. INDIO 56 GR,PERMATEX,PASTA,1,0,0,0,0,0,0,8,1,0,0,0
1369,SELLADOR SILER 125 GR,SILER,SILICON,1,0,0,0,0,0,0,8,1,0,0,0
1370,SELLO MECANICO 1/2,BONASA,TEFLON,1,0,0,0,0,0,0,8,1,0,0,0
1371,SELLO MECANICO 5/8,BONASA,TEFLON,1,0,0,0,0,0,0,8,1,0,0,0
1372,SEPARADOR D/LOSETA 1/4,HULCEN,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1373,SEPARADOR D/LOSETA 10 MM,HULCEN,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1374,SEPARADOR D/LOSETA 13 MM,HULCEN,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1375,SEPARADOR D/LOSETA 3/16,HULCEN,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1376,SEPARADOR D/LOSETA 6 MM ,HULCEN,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1377,SOLDADURA OMEGA 95 X 5,OMEGA,ESTAÑO,1,0,0,0,0,0,0,8,1,0,0,0
1378,SOMBRERO DE LAMINA 3,SIN MARCA,LAMINA,1,0,0,0,0,0,0,8,1,0,0,0
1379,SOMBRERO DE LAMINA 4,SIN MARCA,LAMINA,1,0,0,0,0,0,0,8,1,0,0,0
1380,REPUESTO FLOTADOR  AUTOMATICO SQUARE D,SQUARE D,POLY,1,0,0,0,0,0,0,8,1,0,0,0
1381,"TEE UNION GAS 1/2""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1382,REPUESTO P/BOBINA,SIN MARCA,METALICO,1,0,0,0,0,0,0,8,1,0,0,0
1383,REPUESTO P/CONTRACANASTA  PH-107,COFLEX,LAMINA,1,0,0,0,0,0,0,8,1,0,0,0
1384,REPUESTO P/CONTRACANASTA  PH-107 COFLEX,COFLEX,LAMINA,1,0,0,0,0,0,0,8,1,0,0,0
1385,REPUESTO P/LLAVE PORTA GARRAFON ZAKANY,ZAKANY,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1386,REPUESTO PASO 1 BLANCO (TINACO) ROTOPLAS,ROTOPLAS,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1387,REPUESTO PASO 2 NEGRO (COCINA) ROTOPLAS,ROTOPLAS,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1388,RESISTENCIA P/CALENTADOR ELECTRICO CALOREX,CALOREX,LAMINA,1,0,0,0,0,0,0,8,1,0,0,0
1389,"ROLLO LIJA PARA INTERIORES NEGRO 1"" X 6 MT",FANDELI,LIJA,1,0,0,0,0,0,0,8,1,0,0,0
1390,ROMPELLAMAS P/QUEMADOR,SIN MARCA,LAMINA,1,0,0,0,0,0,0,8,1,0,0,0
1391,SALIDA P/TINA ANBEC C/BOTON 9050,ANBEC,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1392,SEGUETA HECORT DIENTE FINO,HECORT,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1393,SEGUETA NICHOLSON BI METAL,NICHOLSON,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1394,REGULADOR P/GAS A.P. MD. 2403-U4 (ROJO),IUSA,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1395,REGULADOR P/GAS B.P. MD. 2403-C2 (GRIS),IUSA,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1396,MONOMANDO DICA REGADERA 4472E,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1397,REPUESTO JUMBO BLANCO (TINACO) ROTOPLAS,ROTOPLAS,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1398,"TAPON CAPA COBRE 1 1/2""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1399,"TAPON CAPA COBRE 1 1/4""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1400,TANQUE   4 KGS MOCHHILA VERTICAL,FLAMINETA,ALUMINIO,1,0,0,0,0,0,0,8,1,0,0,0
1401,TANQUE ESTACIONARIO CYTSA 120 KGS.,CYTSA,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1402,TANQUE ESTACIONARIO CYTSA 180 KGS.,CYTSA,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1403,TANQUE ESTACIONARIO CYTSA 300 KGS.,CYTSA,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1404,TANQUE ESTACIONARIO CYTSA 500 KGS.,CYTSA,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1405,TANQUE P/GAS 10 KGS,IUSA,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1406,TANQUE P/GAS 10 KGS CILINDRO,IUSA,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1407,TANQUE P/GAS 2 KGS CILINDRO,IUSA,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1408,TANQUE P/GAS 20 KGS CILINDRO,TATSA,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1409,TANQUE P/GAS 4 KGS CILINDRO,IUSA,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1410,TANQUE TIPO MOCHILA 4 KG VERTICAL,FLAMINETA,ALUMINIO,1,0,0,0,0,0,0,8,1,0,0,0
1411,"TAPA D/INSERC. SANIT 2"" ",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1412,SEGUETA NICHOLSON DIENTE GRUESO ,NICHOLSON,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1413,"TAPA D/INSERC. SANIT 6""",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1414,SOMBRERO DE LAMINA 5,SIN MARCA,LAMINA,1,0,0,0,0,0,0,8,1,0,0,0
1415,SOMBRERO DE LAMINA 6,SIN MARCA,LAMINA,1,0,0,0,0,0,0,8,1,0,0,0
1416,SOMBRERO DE LAMINA 8,SIN MARCA,LAMINA,1,0,0,0,0,0,0,8,1,0,0,0
1417,SONDA MIBER AV-SD DE 7.5 MTS,MIBER,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1418,SOPLETE DE GAS 2 BOQUILLAS BLISTER SERVICOL,SERVICOL,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1419,SOPLETE DE GAS BLISTER 07V LINMEX,LINMEX,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1420,SOPLETE DE GAS BLISTER 2009,FLAMINETA,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1421,SOPORTE MONOMANDO FREG JSM200 ANBEC,ANBEC,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1422,SOPORTE P/LAV. LAMINA JGO,SIN MARCA,LAMINA,1,0,0,0,0,0,0,8,1,0,0,0
1423,SOPORTE UNIV. P/LAVABO ALUMINO ,SIN MARCA,LAMINA,1,0,0,0,0,0,0,8,1,0,0,0
1424,SOPORTES MONOMANDO FREG JSM200,ANBEC,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1425,SOQUET BAQUELITA,IUSA,PORCELANA,1,0,0,0,0,0,0,8,1,0,0,0
1426,SOQUET LADRON BAQUELITA,IUSA,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1427,SEGUETA NICHOLSON DIENTE FINO,NICHOLSON,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1428,"TAPA D/INSERC. SANIT 4"" ",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1429,REGADERA DICA FIG. 4513-B,DICA,LATON,1,0,0,0,0,0,0,8,1,0,0,0
1430,REGADERA ELECTRICA COFLEX PR-E100 BASICA,COFLEX,ABS,1,0,0,0,0,0,0,8,1,0,0,0
1431,REGADERA ELECTRICA COFLEX PR-E101 CONFORT,COFLEX,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1432,REGADERA FIJA DE 4 X 1/2 BRONCE,SIN MARCA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1433,REGADERA FIJA DE 6 X 1/2 BRONCE ,SIN MARCA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1434,REGADERA HULCEN  P/FREGADERO,HULCEN,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1435,REGADERA MIBER CUADRADA R-210,MIBER,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1436,REGADERA MIBER REDONDA R-201,MIBER,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1437,REGADERA OCTAGONAL R218 ANBEC,ANBEC,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
1438,"REGADERA REDONDA INOX NEGRO MATE 8"" ANBEC",ANBEC,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
1439,"RED. SANIT. 2"" X 1 1/2"" P/CEM.",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1440,"RED. SANIT. 6"" X 4"" P/CEM.",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1441,"RED. SANIT. 8"" X 6"" P/CEM.",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1442,"REGADERA 8"" DESTAPABLE SH9039B",SIN MARCA,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
1443,"REJILLA COFLEX PC-402 INOX 4"" CIEGA",COFLEX,INOX,1,0,0,0,0,0,0,8,1,0,0,0
1444,REGADERA AMANDA ELECTRICA BCO/NGO P/EST. ,AMANDA,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1445,REGADERA ANBEC MET. CUAD. R770BN ,ANBEC,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1446,REGADERA ANBEC TIPO TELEFONO RTR445C,ANBEC,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
1447,REGADERA CUADRADA INOXIDABLE NEGRO MATE ABRN1806,ANBEC,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
1448,"REGADERA CUADRADA NEGRO MATE ABRN1807 8"" ANBEC",ANBEC,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
1449,REGADERA DE TELEFONO NACOBRE RN-4004E,NACOBRE,LATON,1,0,0,0,0,0,0,8,1,0,0,0
1450,"REGADERA DICA 4531BL CUADRADA 8""",DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1451,"REGADERA DICA 4534C CUADRADA 4""",DICA,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
1452,"RED. HID. CEM. 2"" X 1""",MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1453,"RED. HID. CEM. 2"" X 1/2""",MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1454,"RED. HID. CEM. 2"" X 3/4""",MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1455,"RED. HID. CEM. 3"" X 2 1/2""",MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1456,"RED. HID. CEM. 3"" X 2""",MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1457,RED. HID. CEM. 3/4 X 1/2,MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1458,"RED. HID. CEM. 4"" X 2""",MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1459,REGADERA AJUSTABLE C/BRAZO 67576,MUELLER,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1460,"REJILLA CROMADA 1/4 VTA. REX 4""",REXOLIT,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1461,REJILLA P/BOTE CESPOL DE 1/4 DE VUELTA ,SIN MARCA,LAMINA,1,0,0,0,0,0,0,8,1,0,0,0
1462,REJILLA P/BOTE CESPOL DE TORNILLOS ,SIN MARCA,INOX,1,0,0,0,0,0,0,8,1,0,0,0
1463,REJILLA P/COLADERA ANTICUCARACHA PC-403,COFLEX,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1464,REJILLA P/CONTRA FREGADERO,SIN MARCA,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1465,REJILLA SANAIRE 80 CM OSLO/ORION,SANAIRE,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1466,REJILLA SANAIRE P/CAMPANA 75 Y 50 CM.,SANAIRE,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1467,REPISA ANBEC P/TOALLAS R3306,ANBEC,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1468,REPUESTO  JUMBO BLANCO (TINACO) ROTOPLAS,ROTOPLAS,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1469,REPUESTO DE  TORNILLOS DE ASIENTO SANITARIO,ZAKANY,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1470,"REGADERA REDONDA NEGRO MATE 8"" 11505 11505 ANBEC",ANBEC,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
1471,REGADERA RUGO 44NP,RUGO,NEGRO,1,0,0,0,0,0,0,8,1,0,0,0
1472,REGADERA RUGO 44VS SIN BOTON,RUGO,LATON,1,0,0,0,0,0,0,8,1,0,0,0
1473,REGADERA RUGO FIG. 44-G GENOVA,RUGO,LATON,1,0,0,0,0,0,0,8,1,0,0,0
1474,REGADERA URREA 3018B C/BRAZO Y CHAPETON REDONDA,URREA,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
1475,REGADERA DICA FIG. 4507-B,DICA,ABS,1,0,0,0,0,0,0,8,1,0,0,0
1476,REGADERA URREA FIG. 296-B ,URREA,LATON,1,0,0,0,0,0,0,8,1,0,0,0
1477,REGADERA URREA FIG. 3001-B ,URREA,LATON,1,0,0,0,0,0,0,8,1,0,0,0
1478,"REGISTRO 60 X 40 ANGULO 1 """,SIN MARCA,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1479,REGULADOR 1 VIA C/MAN. NACOBRE RN-1PME,NACOBRE,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1480,REGULADOR 1 VIA NACOBRE RN-1AE,NACOBRE,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1481,REGULADOR 2 VIAS NACOBRE RN-2AE,NACOBRE,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1482,REGULADOR BARO 2 VIA MOD. 201,IUSA,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1483,REGULADOR CMS MOD. 080 S/MANOMETRO,CMS,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1484,REGULADOR CMS MOD. 1757 S/MANOMETRO,CMS,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1485,REGULADOR LOBO AZUL B.P.,LOBO,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1486,"REGADERA DICA 4534C DICA PLATO CUADRADO 4""",DICA,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
1487,REGADERA DICA FIG. 3007C,DICA,LATON,1,0,0,0,0,0,0,8,1,0,0,0
1488,REGADERA DICA FIG. 4501-B,DICA,LATON,1,0,0,0,0,0,0,8,1,0,0,0
1489,REGADERA DICA FIG. 4504-B,DICA,LATON,1,0,0,0,0,0,0,8,1,0,0,0
1490,REGADERA DICA FIG. 4506-B,DICA,ABS,1,0,0,0,0,0,0,8,1,0,0,0
1491,REGADERA URREA FIG. 295-B,URREA,LATON,1,0,0,0,0,0,0,8,1,0,0,0
1492,"TEE EDOMEX INSERCION 3/4"" ",EDO-MEX,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1493,"TEE GALV. 1 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1494,"TEE GALV. 1 1/4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1495,"TEE GALV. 1""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1496,"TEE GALV. 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1497,"TEE GALV. 1/4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1498,"TEE GALV. 2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1499,"TEE GALV. 3/4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1500,"TEE GALV. 3/8""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1501,TEE BRONCE 1/2 UNIDOR,SIN MARCA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1502,"TEE COBRE 1 1/2""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1503,"TEE COBRE 1 1/4""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1504,"TEE COBRE 1""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1505,ASIENTO VICAR MD. 98 BLANCO,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1506,TAPETE ATRAPA PELO COFLEX PC-B101,COFLEX,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1507,ASIENTO VICAR MD. 98 HUESO,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1508,ASIENTO VICAR MD. 91 HUESO,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1509,ASIENTO VICAR MD. 91 ROSA CREPUSCULO,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1510,ASIENTO VICAR MD. 91 VERDE  JADE,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1511,ASIENTO VICAR MD. 91 VERDE MAR,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1512,ASIENTO VICAR MD. 91 VERDE MAR / NILO,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1513,ASIENTO VICAR MD. 91 VERDE RIALTO,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1514,ASIENTO VICAR MD. 92 ARENA MEXICANO,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1515,ASIENTO VICAR MD. 92 AZUL BALTICO,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1516,ASIENTO VICAR MD. 92 AZUL CIELO,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1517,ASIENTO VICAR MD. 92 AZUL COLONIAL,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1518,ASIENTO VICAR MD. 92 AZUL HOLANDA,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
